Timestamp,Equipment,Target,Current_Value,Valve_Pos
2026-05-06 16:51:00.255,Pump (RPM),1500.0,170.0,100
2026-05-06 16:51:01.874,Pump (RPM),1500.0,340.0,100
2026-05-06 16:51:02.999,Pump (RPM),1500.0,510.0,100
2026-05-06 16:51:04.122,Pump (RPM),1500.0,680.0,100
2026-05-06 16:51:05.239,Pump (RPM),1500.0,850.0,100
2026-05-06 16:51:06.356,Pump (RPM),1500.0,1020.0,100
2026-05-06 16:51:07.471,Pump (RPM),1500.0,1190.0,100
2026-05-06 16:51:08.589,Pump (RPM),1500.0,1360.0,100
2026-05-06 16:51:09.705,Pump (RPM),1500.0,1530.0,100
2026-05-06 16:51:10.821,Pump (RPM),1500.0,1700.0,100
2026-05-06 16:51:11.968,Pump (RPM),1500.0,1690.0,0
2026-05-06 16:51:13.099,Pump (RPM),1500.0,1680.0,0
2026-05-06 16:51:14.218,Pump (RPM),1500.0,1670.0,0
2026-05-06 16:51:15.334,Pump (RPM),1500.0,1660.0,0
2026-05-06 16:51:16.454,Pump (RPM),1500.0,1650.0,0
2026-05-06 16:51:17.581,Pump (RPM),1500.0,1640.0,0
2026-05-06 16:51:18.697,Pump (RPM),1500.0,1630.0,0
2026-05-06 16:51:19.814,Pump (RPM),1500.0,1620.0,0
2026-05-06 16:51:20.938,Pump (RPM),1500.0,1610.0,0
2026-05-06 16:51:22.125,Pump (RPM),1500.0,1600.0,0
2026-05-06 16:51:23.268,Pump (RPM),1500.0,1590.0,0
2026-05-06 16:51:24.400,Pump (RPM),1500.0,1580.0,0
2026-05-06 16:51:25.590,Pump (RPM),1500.0,1570.0,0
2026-05-06 16:51:26.741,Pump (RPM),1500.0,1560.0,0
2026-05-06 16:51:27.932,Pump (RPM),1500.0,1550.0,0
2026-05-06 16:51:29.126,Pump (RPM),1500.0,1540.0,0
2026-05-06 16:51:30.245,Pump (RPM),1500.0,1530.0,0
2026-05-06 16:59:07.675,Pump (RPM),1500.0,170.0,100
2026-05-06 16:59:08.833,Pump (RPM),1500.0,340.0,100
2026-05-06 16:59:09.965,Pump (RPM),1500.0,510.0,100
2026-05-06 16:59:11.088,Pump (RPM),1500.0,680.0,100
2026-05-06 16:59:12.216,Pump (RPM),1500.0,850.0,100
2026-05-06 16:59:13.341,Pump (RPM),1500.0,1020.0,100
2026-05-06 16:59:14.484,Pump (RPM),1500.0,1190.0,100
2026-05-06 16:59:15.611,Pump (RPM),1500.0,1360.0,100
2026-05-06 16:59:16.736,Pump (RPM),1500.0,1530.0,100
2026-05-06 16:59:17.866,Pump (RPM),1500.0,1700.0,100
2026-05-06 16:59:19.043,Pump (RPM),1500.0,1690.0,0
2026-05-06 16:59:20.165,Pump (RPM),1500.0,1680.0,0
2026-05-06 16:59:21.290,Pump (RPM),1500.0,1670.0,0
2026-05-06 16:59:22.422,Pump (RPM),1500.0,1660.0,0
2026-05-06 16:59:23.555,Pump (RPM),1500.0,1650.0,0
2026-05-06 16:59:24.682,Pump (RPM),1500.0,1640.0,0
2026-05-06 16:59:25.811,Pump (RPM),1500.0,1630.0,0
2026-05-06 16:59:26.936,Pump (RPM),1500.0,1620.0,0
2026-05-06 16:59:28.083,Pump (RPM),1500.0,1610.0,0
2026-05-06 16:59:29.218,Pump (RPM),1500.0,1600.0,0
2026-05-06 16:59:30.342,Pump (RPM),1500.0,1590.0,0
2026-05-06 16:59:31.518,Pump (RPM),1500.0,1580.0,0
2026-05-06 16:59:32.644,Pump (RPM),1500.0,1570.0,0
